file,line,keyword,context,code
/home/admin/lx-anonymizer/lx_anonymizer/enhanced_best_frame_text.py,80,text,other,"def push(self, text: str, confidence: float, metadata: Optional[Dict[str, Any]] = None) -> None:"
/home/admin/lx-anonymizer/lx_anonymizer/enhanced_best_frame_text.py,83,text,other,if not self._is_quality_text(text):
/home/admin/lx-anonymizer/lx_anonymizer/enhanced_best_frame_text.py,84,text,other,"logger.debug(f""Rejected low-quality text: {text[:50]}..."")"
/home/admin/lx-anonymizer/lx_anonymizer/enhanced_best_frame_text.py,84,text,other,"logger.debug(f""Rejected low-quality text: {text[:50]}..."")"
/home/admin/lx-anonymizer/lx_anonymizer/enhanced_best_frame_text.py,87,text,other,"quality_score = self._calculate_text_quality_score(text, confidence)"
/home/admin/lx-anonymizer/lx_anonymizer/enhanced_best_frame_text.py,90,text,dict_key,"'text': text,"
/home/admin/lx-anonymizer/lx_anonymizer/enhanced_best_frame_text.py,90,text,dict_key,"'text': text,"
/home/admin/lx-anonymizer/lx_anonymizer/enhanced_best_frame_text.py,108,text,dict_key,"'text': text,"
/home/admin/lx-anonymizer/lx_anonymizer/enhanced_best_frame_text.py,108,text,dict_key,"'text': text,"
/home/admin/lx-anonymizer/lx_anonymizer/enhanced_best_frame_text.py,110,text,other,"'quality_score': len(text),"
/home/admin/lx-anonymizer/lx_anonymizer/enhanced_best_frame_text.py,116,text,other,# Sort by text length
/home/admin/lx-anonymizer/lx_anonymizer/enhanced_best_frame_text.py,117,text,other,"self.candidates.sort(key=lambda x: len(x['text']), reverse=True)"
/home/admin/lx-anonymizer/lx_anonymizer/enhanced_best_frame_text.py,128,text,other,"logger.info(f""Best text selected with quality score: {best_candidate['quality_score']:.3f}"")"
/home/admin/lx-anonymizer/lx_anonymizer/enhanced_best_frame_text.py,130,text,other,return best_candidate['text']
/home/admin/lx-anonymizer/lx_anonymizer/enhanced_best_frame_text.py,150,text,other,"""best_candidate_length"": len(self.candidates[0]['text']) if self.candidates else 0,"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,2,text,other,Ollama-based LLM integration for image processing and text analysis.
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,9,uuid,other,import uuid
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,24,text,other,Ollama-based LLM processor for image analysis and text processing.
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,170,text,other,"""context"": ""surrounding text or context"""
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,205,text,other,Parse names from Ollama response text.
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,208,text,other,response_text: Raw response text from Ollama
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,223,text,other,# Fallback: parse structured text
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,250,text,other,"def analyze_text_for_names(self, text: str, context: Optional[str] = None) -> List[Dict]:"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,252,text,other,Analyze text for person names using Ollama text model.
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,252,text,other,Analyze text for person names using Ollama text model.
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,255,text,other,text: Text to analyze
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,265,text,other,Analyze the following text from a medical document and extract all person names.
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,268,text,other,{text}
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,286,text,other,"""context"": ""surrounding text"""
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,305,text,other,"logger.info(f""Extracted {len(names_data)} names from text using Ollama"")"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,309,text,other,"logger.error(f""Error analyzing text with Ollama: {e}"")"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,380,validated,variable_assignment,validated = []
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,382,validated,other,validated.append({
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,391,validated,other,return validated
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,441,text,other,# Extract full text using Tesseract for additional context
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,447,text,other,"logger.warning(f""Could not extract full text: {e}"")"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,458,uuid,other,"analysis_csv_path = csv_dir / f""ollama_analysis_{image_path.stem}_{uuid.uuid4().hex[:8]}.csv"""
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,534,text,other,"def analyze_text_with_ollama(text: str, csv_path: Optional[Path] = None,"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,537,text,other,Analyze text with Ollama (replacement for analyze_text_with_phi4).
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,540,text,other,text: Text to analyze
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,560,text,other,# Analyze text
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,561,text,other,"name_entries = processor.analyze_text_for_names(text, context)"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_llm_processor.py,569,text,other,"logger.error(f""Error analyzing text with Ollama: {e}"")"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_NER.py,13,text,other,def spacy_NER_German(text):
/home/admin/lx-anonymizer/lx_anonymizer/spacy_NER.py,16,text,other,"if not isinstance(text, str):"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_NER.py,17,text,other,"logger.error(f""Expected a string, but got {type(text)}"")"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_NER.py,40,text,other,doc = nlp(text)
/home/admin/lx-anonymizer/lx_anonymizer/spacy_NER.py,41,text,attribute_access,"entities = [(ent.text, ent.start_char, ent.end_char, ent.label_) for ent in doc.ents]"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_NER.py,43,text,attribute_access,"print(token.text, token.pos_, token.dep_)"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_NER.py,53,text,other,"logger.info(""A person tag ('PER') was found in the text. Replacing..."")"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_NER.py,55,text,other,"logger.info(""No person tag ('PER') was found in the text."")"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,39,patient_first_name,dict_key,"""patient_first_name"": r""patient_first_name"","
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,39,patient_first_name,dict_key,"""patient_first_name"": r""patient_first_name"","
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,40,patient_last_name,dict_key,"""patient_last_name"":  r""patient_last_name"","
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,40,patient_last_name,dict_key,"""patient_last_name"":  r""patient_last_name"","
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,41,patient_dob,dict_key,"""patient_dob"":        r""(?:patient_)?(?:dob|geb(?:urtsdatum)?)"","
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,42,casenumber,dict_key,"""casenumber"":         r""(?:case)?number"","
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,43,patient_gender,dict_key,"""patient_gender"":     r""(?:patient_)?gender"","
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,59,text,other,"def regex_extract_llm_meta(self, text: str) -> dict[str, str | None]:"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,62,casenumber,other,first name / last name / dob / casenumber / gender.
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,67,text,other,doc = self.nlp(text)
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,73,text,attribute_access,"m = re.search(self._VALUE, ent.text)"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,78,patient_dob,dict_key,"if key == ""patient_dob"":"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,84,patient_first_name,other,"for k in (""patient_first_name"", ""patient_last_name""):"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,84,patient_last_name,other,"for k in (""patient_first_name"", ""patient_last_name""):"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,148,text,other,"def patient_data_extractor(self, text):"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,150,text,other,return self.extract_patient_info(text)
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,152,text,other,"def extract_patient_info(self, text):"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,156,text,other,doc = self.nlp(text)
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,171,casenumber,variable_assignment,"first_name, last_name, birthdate, casenumber = None, None, None, None"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,174,text,variable_assignment,"comma_indices = [i for i, token in enumerate(span) if token.text == "",""]"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,177,text,attribute_access,"date_indices = [i for i, token in enumerate(span) if DATE_RE.match(token.text)]"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,178,text,attribute_access,"case_num_indices = [i for i, token in enumerate(span) if NUMBER_RE.match(token.text) and i > 0 and span[i-1].lower_ in ["":"", ""fallnr"", ""fallnr."", ""fallnummer""]]"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,185,text,variable_assignment,if span[1].text == ':':
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,188,text,attribute_access,last_name_tokens = [t.text for t in span[name_start_idx:comma_idx] if t.is_title]
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,194,text,attribute_access,first_name_tokens = [t.text for t in span[comma_idx + 1 : name_end_idx] if t.is_title]
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,211,text,attribute_access,birthdate_str = span[date_idx].text
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,230,casenumber,variable_assignment,casenumber = span[num_idx].text
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,230,text,attribute_access,casenumber = span[num_idx].text
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,236,patient_first_name,dict_key,"""patient_first_name"": first_name,"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,237,patient_last_name,dict_key,"""patient_last_name"": last_name,"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,238,patient_dob,dict_key,"""patient_dob"": birthdate,"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,239,casenumber,dict_key,"""casenumber"": casenumber,"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,239,casenumber,dict_key,"""casenumber"": casenumber,"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,240,patient_gender,dict_key,"""patient_gender"": gender"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,245,patient_first_name,dict_key,"""patient_first_name"": None,"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,246,patient_last_name,dict_key,"""patient_last_name"": None,"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,247,patient_dob,dict_key,"""patient_dob"": None,"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,248,casenumber,dict_key,"""casenumber"": None,"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,249,patient_gender,dict_key,"""patient_gender"": None"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,252,text,other,"def _extract_using_entity_ruler(self, text):"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,259,text,other,doc = self.nlp(text)
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,270,text,attribute_access,"person_ents = [ent.text for ent in doc.ents if ent.label_ == ""PER""]"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,276,patient_first_name,dict_key,"'patient_first_name': ""Unknown"","
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,277,patient_last_name,dict_key,"'patient_last_name': ""Unknown"","
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,279,casenumber,dict_key,"'casenumber': None,"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,280,patient_gender,dict_key,"'patient_gender': ""Unknown"""
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,283,text,other,"def examiner_data_extractor(self, text):"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,302,text,other,doc = self.nlp(text)
/home/admin/lx-anonymizer/lx_anonymizer/spacy_regex.py,306,text,attribute_access,return ent.text
/home/admin/lx-anonymizer/lx_anonymizer/video_processing_service.py,28,text,variable_assignment,"subprocess.run(cmd, capture_output=True, text=True, check=True)"
/home/admin/lx-anonymizer/lx_anonymizer/video_processing_service.py,59,text,variable_assignment,"subprocess.run(cmd, capture_output=True, text=True, check=True)"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,9,id,other,python ocr_diagnostic.py --video-id 23 --output-dir ./debug/ocr
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,61,text,variable_assignment,"stderr=subprocess.STDOUT, text=True)"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,66,text,variable_assignment,"stderr=subprocess.STDOUT, text=True)"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,81,text,other,"def analyze_text_quality(self, text: str) -> Dict[str, Any]:"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,83,text,other,if not text:
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,88,text,variable_assignment,"text = unicodedata.normalize(""NFKC"", text)"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,88,text,variable_assignment,"text = unicodedata.normalize(""NFKC"", text)"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,92,text,other,letters = sum(1 for ch in text if ch.isalpha())
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,93,text,other,digits = sum(1 for ch in text if ch.isdigit())
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,94,text,other,punct = sum(1 for ch in text if ch in punct_chars)
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,95,text,other,whitespace = sum(1 for ch in text if ch.isspace())
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,98,text,other,"words = re.findall(r""[A-Za-zÄÖÜäöüß]{2,}"", text)"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,102,text,other,"repeated_chars = len(re.findall(r""(.)\1{3,}"", text))  # 4+ gleiche Zeichen hintereinander"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,103,text,other,special_symbols = sum(1 for ch in text if ord(ch) > 127 and not ch.isalpha())
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,106,text,other,"""len"": len(text),"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,111,text,other,"""punct_ratio"": punct / max(1, len(text)),"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,116,text,other,"""text_sample"": text[:100].replace(""\n"", ""\\n"")"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,138,text,other,"for i, word in enumerate(ocr_data['text']):"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,145,text,variable_assignment,text = ' '.join(words)
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,149,text,other,quality = self.analyze_text_quality(text)
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,154,text,dict_key,"""text"": text,"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,154,text,dict_key,"""text"": text,"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,171,text,dict_key,"""text"": """","
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,301,text,other,"f.write(""- Check if ROI is correctly positioned over text areas\n"")"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_diagnostic.py,374,id,other,"parser.add_argument(""--video-id"", required=True, help=""Video ID for reporting"")"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,33,text,other,to avoid cutting through text.
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,39,text,other,overlap: Overlap between chunks to avoid cutting text
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,134,text,other,Extracted text string
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,139,text,other,# Generate text with enhanced parameters
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,155,text,other,# Get text and confidence
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,162,text,other,Post-process and merge text from multiple chunks intelligently.
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,165,text,other,1. Removing duplicate text at chunk boundaries
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,167,text,other,3. Sorting text blocks by their position in the document
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,170,text,other,chunk_texts: List of text strings from each chunk
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,174,text,other,Merged and cleaned text
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,185,text,other,# Find and remove duplicate text segments
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,187,text,other,"for i, (text, _) in enumerate(positioned_texts):"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,188,text,other,if not text.strip():
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,192,text,other,current_text = text
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,198,text,other,# Skip if either text is too short
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,202,text,other,# Check for overlap at beginning of current text
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,218,text,other,"result = ""\n\n"".join(text for text in processed_texts if text.strip())"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,218,text,other,"result = ""\n\n"".join(text for text in processed_texts if text.strip())"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,218,text,other,"result = ""\n\n"".join(text for text in processed_texts if text.strip())"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,238,text,other,A string of the recognized text.
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,371,text,variable_assignment,text = donut_full_image_ocr(image_path)
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,372,text,other,"print(f""Extracted text:\n{text}"")"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_donut.py,372,text,other,"print(f""Extracted text:\n{text}"")"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_field_validation.py,42,examiner_first_name,other,"field_type: Literal[""examiner_first_name"", ""examiner_last_name"", ""first_name"", ""last_name"", ""dob"", ""casenumber"", ""center""],"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_field_validation.py,42,examiner_last_name,other,"field_type: Literal[""examiner_first_name"", ""examiner_last_name"", ""first_name"", ""last_name"", ""dob"", ""casenumber"", ""center""],"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_field_validation.py,42,casenumber,other,"field_type: Literal[""examiner_first_name"", ""examiner_last_name"", ""first_name"", ""last_name"", ""dob"", ""casenumber"", ""center""],"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_field_validation.py,49,casenumber,other,"field_type: One of 'examiner', 'first_name', 'last_name', 'dob', 'casenumber', 'center'"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_field_validation.py,67,examiner_first_name,other,"if field_type in {""examiner_first_name"", ""examiner_last_name"", ""first_name"", ""last_name""}:"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_field_validation.py,67,examiner_last_name,other,"if field_type in {""examiner_first_name"", ""examiner_last_name"", ""first_name"", ""last_name""}:"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_field_validation.py,72,examiner_first_name,other,"if field_type in {""first_name"", ""last_name"", ""examiner_first_name"", ""examiner_last_name""}:"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_field_validation.py,72,examiner_last_name,other,"if field_type in {""first_name"", ""last_name"", ""examiner_first_name"", ""examiner_last_name""}:"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_field_validation.py,96,casenumber,dict_key,"elif field_type == ""casenumber"":"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_field_validation.py,99,casenumber,other,"logger.debug(f""Rejected casenumber: invalid characters ({value})"")"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,2,text,other,Enhanced FrameOCR with diagnostic capabilities for gibberish text detection.
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,49,text,variable_assignment,"[""tesseract"", ""--version""], stderr=subprocess.STDOUT, text=True"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,54,text,variable_assignment,"[""tesseract"", ""--list-langs""], stderr=subprocess.STDOUT, text=True"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,70,text,other,"def _analyze_text_quality(self, text: str) -> Dict[str, Any]:"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,71,text,other,"""""""Analyze OCR text quality and detect gibberish patterns."""""""
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,72,text,other,if not text:
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,80,text,variable_assignment,"text = unicodedata.normalize(""NFKC"", text)"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,80,text,variable_assignment,"text = unicodedata.normalize(""NFKC"", text)"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,87,text,other,letters = sum(1 for ch in text if ch.isalpha())
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,88,text,other,digits = sum(1 for ch in text if ch.isdigit())
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,89,text,other,punct = sum(1 for ch in text if ch in all_punct)
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,90,text,other,whitespace = sum(1 for ch in text if ch.isspace())
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,93,text,other,"words = re.findall(r""[A-Za-zÄÖÜäöüß]{2,}"", text)"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,97,text,other,"punct_ratio = punct / max(1, len(text))"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,98,text,other,"repeated_chars = len(re.findall(r""(.)\1{3,}"", text))"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,99,text,other,special_symbols = sum(1 for ch in text if ord(ch) > 127 and not ch.isalpha())
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,109,text,other,if special_symbols > len(text) * 0.2:
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,115,text,other,"""len"": len(text),"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,192,text,other,"""""""Extract text with diagnostic capabilities and gibberish detection."""""""
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,213,text,other,"for i, word in enumerate(ocr_data['text']):"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,221,text,variable_assignment,text = ' '.join(words)
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,224,text,other,# Analyze text quality
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,225,text,other,quality = self._analyze_text_quality(text)
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,229,text,other,"self._log_diagnostic_sample(frame_id, processed_frame, text, mean_conf, quality, roi)"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,233,text,other,"logger.warning(f""High gibberish score ({quality['gibberish_score']:.2f}) detected: {text[:50]}..."")"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,242,text,other,"text, mean_conf = alternative_text, alternative_conf"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,247,text,other,"return text, mean_conf, ocr_data"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,269,text,other,"for i, word in enumerate(ocr_data['text']):"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,276,text,variable_assignment,text = ' '.join(words)
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,279,text,other,"return text, mean_conf"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,286,text,other,"text: str, confidence: float, quality: Dict, roi: Optional[Dict]):"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,300,text,dict_key,"""text"": text[:200],"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_frame_enhanced.py,300,text,dict_key,"""text"": text[:200],"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_GOT.py,34,text,other,str: The extracted text from the image.
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,25,text,other,str - Combined OCR text
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,52,text,other,# PSM 6: Assume a single uniform block of text
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,57,text,other,# Extract text and data for confidence calculation
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,58,text,variable_assignment,"text = pytesseract.image_to_string(processed_image, config=config)"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,72,text,other,results.append(text)
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,78,text,other,"""text_length"": len(text),"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,79,text,other,"""word_count"": len(text.split()),"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,83,text,other,"f""Scale {scale} - Confidence: {avg_confidence:.2f}, Text length: {len(text)}"""
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,118,text,other,- 'blocks': Use Tesseract to find text blocks
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,128,text,other,str - Combined OCR text from all segments
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,140,text,other,# Use Tesseract to find text blocks
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,147,text,other,"for i in range(len(data[""text""])):"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,148,text,other,"if data[""text""][i].strip():"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,154,text,dict_key,"""text"": data[""text""][i],"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,154,text,dict_key,"""text"": data[""text""][i],"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,167,text,other,# Extract text from each block
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,170,text,other,"block_text = "" "".join(word[""text""] for word in block)"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,274,text,other,"text, _ = pyramid_ocr(image, scales=[0.5, 0.75, 1.0])"
/home/admin/lx-anonymizer/lx_anonymizer/ocr_multi_scale.py,275,text,other,return text
/home/admin/lx-anonymizer/lx_anonymizer/ocr_preprocessing.py,139,text,other,# Enhance contrast to make text more visible
